origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct,lat,lon,pct_ultra_urgent,traffic_level,fuel_cost,wage_cost,maint_cost,overhead_cost,competitor_time_hr,peak_hours
ras al khaimah,99.2,11.2,162,99.8,2.6,39.0,15.5,5.8,25.0631,54.3025,15.2,Medium,23.4,7.800000000000001,5.85,1.9500000000000002,3.25,6-9 AM
sharjah,18.8,89.6,178,29.8,0.7,14.49,33.3,11.6,24.3105,54.5785,19.3,Medium,8.693999999999999,2.898,2.1734999999999998,0.7245,0.88,6-9 PM
abu dhabi,77.8,30.2,26,123.5,3.6,56.46,42.0,21.8,25.3976,55.7908,23.0,Low,33.876,11.292000000000002,8.469,2.8230000000000004,4.5,6-9 AM
sharjah,82.3,15.6,99,124.4,2.6,56.19,28.5,16.0,24.6063,54.0231,11.4,Medium,33.714,11.238,8.4285,2.8095,3.25,6-9 AM
al ain,40.1,98.2,158,86.8,2.6,46.58,21.8,11.6,25.3314,55.8312,18.1,Medium,27.947999999999997,9.316,6.986999999999999,2.329,3.25,6-9 PM
abu dhabi,62.0,10.3,78,18.2,0.6,9.08,51.0,20.9,24.9077,54.6568,17.9,Low,5.4479999999999995,1.816,1.3619999999999999,0.454,0.75,6-9 PM
dubai,43.2,6.0,70,63.1,1.9,31.97,50.0,29.6,24.7901,55.3916,17.3,Medium,19.182,6.394,4.7955,1.5985,2.38,12-3 PM
al ain,26.2,23.8,109,84.5,2.2,42.91,16.3,6.3,24.2393,54.1834,12.8,Low,25.746,8.581999999999999,6.4365,2.1454999999999997,2.75,6-9 PM
abu dhabi,42.6,31.9,155,112.9,2.5,53.8,43.0,21.7,25.3715,55.2825,12.9,Medium,32.279999999999994,10.76,8.069999999999999,2.69,3.12,6-9 AM
ajman,9.5,43.4,9,48.3,1.1,17.61,37.4,14.1,24.835,55.8189,12.1,Low,10.565999999999999,3.5220000000000002,2.6414999999999997,0.8805000000000001,1.38,6-9 PM
ras al khaimah,70.7,68.5,11,131.6,3.2,56.1,4.2,1.8,24.0091,55.1104,12.0,Low,33.66,11.22,8.415,2.805,4.0,12-3 PM
abu dhabi,82.9,36.6,22,41.4,1.1,20.62,3.8,1.9,24.0274,54.7242,10.8,Medium,12.372,4.1240000000000006,3.093,1.0310000000000001,1.38,12-3 PM
sharjah,30.7,55.9,68,149.7,3.3,58.74,0.0,0.0,25.1664,55.5872,14.5,Medium,35.244,11.748000000000001,8.811,2.9370000000000003,4.12,12-3 PM
abu dhabi,56.6,0.6,56,21.7,0.6,11.55,8.8,3.0,24.2429,55.4255,11.2,High,6.930000000000001,2.31,1.7325000000000002,0.5775,0.75,6-9 AM
dubai,23.2,38.5,96,125.8,3.2,45.45,7.1,3.1,24.8981,54.2354,17.2,Low,27.27,9.090000000000002,6.8175,2.2725000000000004,4.0,12-3 PM
dubai,12.7,94.5,60,24.2,0.7,11.14,6.1,3.1,25.0216,55.3314,15.3,Medium,6.684,2.228,1.671,0.557,0.88,6-9 PM
abu dhabi,66.4,77.5,125,115.1,2.8,43.19,24.2,15.0,24.419,55.3293,15.8,Low,25.913999999999998,8.638,6.4784999999999995,2.1595,3.5,6-9 AM
sharjah,13.4,74.1,65,130.0,3.5,64.59,43.3,17.5,24.854,55.5038,13.6,Low,38.754,12.918000000000001,9.6885,3.2295000000000003,4.38,6-9 AM
ajman,78.2,30.5,167,50.4,1.5,23.74,27.5,16.9,24.3604,54.6326,15.3,Medium,14.243999999999998,4.748,3.5609999999999995,1.187,1.88,6-9 PM
dubai,27.2,48.8,62,19.7,0.4,8.53,33.1,22.7,25.4195,54.8026,13.8,Medium,5.117999999999999,1.706,1.2794999999999999,0.4265,0.5,6-9 PM
al ain,81.9,84.5,49,150.0,4.1,56.74,20.2,11.3,25.2903,55.9201,18.9,Medium,34.044,11.348,8.511,2.837,5.12,12-3 PM
ras al khaimah,36.9,88.0,172,145.8,4.3,64.34,39.5,23.5,24.4321,55.1469,12.8,Medium,38.604,12.868000000000002,9.651,3.2170000000000005,5.38,12-3 PM
dubai,36.9,71.1,132,114.7,3.4,48.51,19.9,12.4,24.7932,55.017,16.9,High,29.105999999999998,9.702,7.2764999999999995,2.4255,4.25,6-9 AM
al ain,75.1,45.7,10,61.0,2.1,24.02,18.6,12.0,24.7509,55.9737,8.5,High,14.411999999999999,4.804,3.6029999999999998,1.201,2.62,6-9 PM
dubai,51.0,7.3,31,24.5,0.8,9.63,56.7,19.2,25.44,54.4591,18.6,Low,5.7780000000000005,1.9260000000000002,1.4445000000000001,0.48150000000000004,1.0,12-3 PM
ajman,20.1,11.9,10,65.6,2.0,33.62,26.3,11.2,24.591,54.7959,12.2,Low,20.171999999999997,6.724,5.042999999999999,1.681,2.5,6-9 AM
sharjah,85.0,0.0,159,109.4,3.6,45.86,26.8,13.5,24.8433,55.5198,10.4,Medium,27.516,9.172,6.879,2.293,4.5,12-3 PM
ajman,34.0,35.9,125,27.1,0.9,10.24,4.4,1.9,25.3931,55.4262,9.3,Medium,6.144,2.048,1.536,0.512,1.12,6-9 PM
al ain,10.3,2.3,186,7.4,0.2,2.87,55.3,21.5,24.2442,55.9334,8.9,Medium,1.722,0.5740000000000001,0.4305,0.14350000000000002,0.25,6-9 PM
al ain,41.6,43.5,66,136.1,4.0,65.19,22.1,14.7,24.8257,55.3086,12.6,Medium,39.114,13.038,9.7785,3.2595,5.0,12-3 PM
abu dhabi,57.4,59.8,10,106.5,3.5,45.43,40.8,24.8,24.1585,54.6262,22.5,High,27.258,9.086,6.8145,2.2715,4.38,6-9 AM
ajman,61.0,59.6,92,105.6,2.6,39.09,40.3,15.7,24.9262,54.7953,11.8,Medium,23.454,7.818000000000001,5.8635,1.9545000000000003,3.25,6-9 AM
al ain,83.6,55.5,16,142.3,4.9,52.63,53.2,21.1,24.5485,54.1794,4.0,High,31.578,10.526000000000002,7.8945,2.6315000000000004,6.12,12-3 PM
ras al khaimah,54.1,22.6,29,80.5,1.8,29.84,52.7,29.1,25.4515,55.8474,16.8,High,17.904,5.968,4.476,1.492,2.25,6-9 PM
al ain,22.4,51.9,157,51.1,1.2,25.18,9.2,4.5,24.6231,54.2573,9.4,Medium,15.107999999999999,5.0360000000000005,3.7769999999999997,1.2590000000000001,1.5,6-9 PM
sharjah,26.2,98.0,76,136.9,3.1,70.23,6.5,2.8,24.2043,55.0914,19.1,Low,42.138,14.046000000000001,10.5345,3.5115000000000003,3.88,6-9 PM
abu dhabi,10.1,44.5,176,147.9,4.7,75.74,53.4,33.9,25.251,54.8028,12.9,Medium,45.443999999999996,15.148,11.360999999999999,3.787,5.88,6-9 AM
ajman,73.6,87.4,103,8.0,0.2,3.67,16.4,11.0,25.2313,54.2684,13.6,Medium,2.202,0.734,0.5505,0.1835,0.25,6-9 AM
ras al khaimah,10.6,38.1,129,52.9,1.6,22.78,50.2,22.3,25.0423,54.586,21.0,High,13.668000000000001,4.556,3.4170000000000003,1.139,2.0,6-9 AM
al ain,60.6,62.3,166,57.5,1.6,23.98,24.4,13.6,25.1232,55.2671,18.1,High,14.388,4.796,3.597,1.199,2.0,6-9 PM
ras al khaimah,59.7,48.2,92,21.1,0.5,10.43,20.9,9.1,24.3971,54.0625,8.8,Low,6.258,2.086,1.5645,0.5215,0.62,6-9 PM
ras al khaimah,78.6,68.9,64,37.1,1.2,18.75,10.7,7.3,24.9631,55.932,9.5,Low,11.25,3.75,2.8125,0.9375,1.5,6-9 AM
ajman,7.5,89.7,154,8.5,0.2,4.5,58.4,27.0,24.057,55.8182,6.1,High,2.6999999999999997,0.9,0.6749999999999999,0.225,0.25,6-9 PM
abu dhabi,20.3,44.1,166,106.0,3.1,56.95,3.8,1.5,24.2953,54.1692,28.0,Medium,34.17,11.39,8.5425,2.8475,3.88,12-3 PM
sharjah,91.0,75.7,60,20.5,0.7,9.98,31.4,14.4,25.3984,55.7367,10.7,Medium,5.988,1.9960000000000002,1.497,0.49900000000000005,0.88,12-3 PM
sharjah,57.2,88.3,164,133.7,3.1,52.76,43.1,18.4,25.1089,54.6571,20.8,Medium,31.656,10.552,7.914,2.638,3.88,12-3 PM
ras al khaimah,45.8,79.0,198,89.7,2.3,47.83,25.1,12.6,24.346,54.135,12.3,Low,28.697999999999997,9.566,7.174499999999999,2.3915,2.88,12-3 PM
ajman,74.8,2.5,39,56.6,1.3,21.63,17.7,6.0,24.1671,54.6122,9.6,Low,12.978,4.326,3.2445,1.0815,1.62,6-9 PM
ras al khaimah,90.3,0.0,169,122.3,3.4,50.18,9.4,5.1,25.4234,55.6178,15.1,Low,30.107999999999997,10.036000000000001,7.526999999999999,2.5090000000000003,4.25,12-3 PM
dubai,26.3,88.3,18,99.3,3.2,50.62,11.7,7.1,24.1683,55.3317,13.4,Medium,30.371999999999996,10.124,7.592999999999999,2.531,4.0,6-9 PM
ras al khaimah,90.1,72.9,177,114.2,2.4,51.7,56.7,23.0,24.3856,54.4771,19.0,Low,31.02,10.340000000000002,7.755,2.5850000000000004,3.0,6-9 PM
ajman,10.9,95.8,178,132.3,2.8,53.45,24.8,9.9,24.274,55.4384,19.1,Medium,32.07,10.690000000000001,8.0175,2.6725000000000003,3.5,6-9 PM
al ain,97.8,29.2,171,122.1,3.8,55.47,2.0,0.9,24.0112,55.4156,12.0,Medium,33.282,11.094000000000001,8.3205,2.7735000000000003,4.75,12-3 PM
sharjah,16.5,78.8,70,118.0,3.6,58.84,23.5,11.9,24.4712,55.4857,7.8,Low,35.304,11.768,8.826,2.942,4.5,6-9 PM
sharjah,26.6,80.2,186,110.8,2.9,45.35,36.6,12.5,25.4613,55.0813,9.0,High,27.21,9.07,6.8025,2.2675,3.62,12-3 PM
dubai,9.7,85.7,111,59.7,1.5,26.88,37.1,19.3,24.5129,55.6379,3.6,Low,16.128,5.376,4.032,1.344,1.88,12-3 PM
ras al khaimah,80.4,69.2,13,99.5,2.4,40.96,5.7,3.2,24.7565,55.2827,13.6,Medium,24.576,8.192,6.144,2.048,3.0,6-9 PM
ras al khaimah,98.4,13.8,170,87.0,1.8,37.55,15.7,10.9,25.1189,54.2508,14.9,Low,22.529999999999998,7.51,5.632499999999999,1.8775,2.25,6-9 PM
al ain,29.7,68.1,181,144.7,4.0,57.61,44.1,30.3,24.8266,55.6205,9.3,High,34.565999999999995,11.522,8.641499999999999,2.8805,5.0,6-9 AM
dubai,32.6,60.4,61,77.6,2.3,37.82,59.2,25.3,25.1154,54.6475,8.7,Low,22.692,7.564,5.673,1.891,2.88,6-9 PM
abu dhabi,27.9,33.4,50,37.2,1.2,15.5,30.7,17.4,24.9925,55.4101,14.9,Medium,9.299999999999999,3.1,2.3249999999999997,0.775,1.5,12-3 PM
al ain,15.5,20.9,114,71.4,2.0,32.22,5.2,3.1,24.9128,55.3503,11.8,High,19.331999999999997,6.444,4.832999999999999,1.611,2.5,6-9 AM
dubai,78.7,88.5,72,65.1,1.5,32.86,52.5,33.2,24.9745,54.6718,13.9,Low,19.715999999999998,6.572,4.928999999999999,1.643,1.88,6-9 PM
ajman,6.1,14.2,128,72.9,1.8,28.1,26.2,8.8,25.1987,54.3234,13.2,Medium,16.86,5.620000000000001,4.215,1.4050000000000002,2.25,6-9 AM
sharjah,96.8,42.2,74,89.2,2.8,42.73,44.0,15.5,25.0653,55.3899,16.2,Medium,25.637999999999998,8.546,6.4094999999999995,2.1365,3.5,12-3 PM
al ain,92.7,62.3,44,142.5,4.2,59.78,14.7,6.2,25.1877,55.698,12.2,Medium,35.868,11.956000000000001,8.967,2.9890000000000003,5.25,12-3 PM
al ain,11.8,97.2,47,45.8,1.4,20.51,52.3,21.3,24.2184,55.6765,12.6,Low,12.306000000000001,4.102,3.0765000000000002,1.0255,1.75,12-3 PM
al ain,53.0,67.1,131,145.5,3.8,71.13,16.0,9.8,25.0165,55.253,5.6,High,42.678,14.225999999999999,10.6695,3.5564999999999998,4.75,6-9 AM
abu dhabi,99.3,30.5,88,118.0,2.5,62.1,41.6,26.0,25.1055,54.4548,14.7,High,37.26,12.420000000000002,9.315,3.1050000000000004,3.12,6-9 AM
ajman,85.3,6.1,4,31.5,1.1,16.22,24.0,11.7,24.4499,54.6324,15.4,Low,9.732,3.2439999999999998,2.433,0.8109999999999999,1.38,6-9 AM
ras al khaimah,71.5,31.8,101,45.7,1.2,23.86,22.0,10.8,25.3119,55.5093,14.1,High,14.315999999999999,4.772,3.5789999999999997,1.193,1.5,12-3 PM
al ain,2.2,29.3,157,136.9,2.9,50.51,11.4,5.8,24.4571,54.8217,24.6,High,30.305999999999997,10.102,7.576499999999999,2.5255,3.62,6-9 PM
dubai,6.8,81.9,30,121.2,3.5,52.82,50.4,15.8,24.3657,55.465,15.8,Medium,31.692,10.564,7.923,2.641,4.38,12-3 PM
al ain,79.4,37.7,49,25.8,0.8,13.01,26.5,12.2,25.3006,54.6189,14.2,Medium,7.805999999999999,2.6020000000000003,1.9514999999999998,0.6505000000000001,1.0,12-3 PM
sharjah,37.6,9.8,72,89.8,2.4,45.44,25.0,8.4,24.3705,54.0126,17.5,Low,27.264,9.088,6.816,2.272,3.0,6-9 PM
dubai,66.8,87.0,185,45.2,1.3,19.69,6.7,2.4,24.6233,55.207,25.6,Medium,11.814,3.9380000000000006,2.9535,0.9845000000000002,1.62,6-9 AM
ajman,73.9,1.8,70,96.3,2.5,39.62,8.6,4.9,24.5519,55.2018,16.3,High,23.772,7.9239999999999995,5.943,1.9809999999999999,3.12,6-9 AM
ras al khaimah,42.2,0.3,167,30.2,1.0,13.86,22.2,11.5,25.3471,55.2551,3.9,Medium,8.315999999999999,2.7720000000000002,2.0789999999999997,0.6930000000000001,1.25,6-9 PM
dubai,14.3,47.5,135,56.0,1.8,27.69,2.6,1.2,24.6829,54.5364,17.2,Low,16.614,5.538,4.1535,1.3845,2.25,6-9 PM
dubai,38.7,6.9,198,61.3,1.9,29.7,35.9,21.7,25.0415,55.6221,10.6,Medium,17.82,5.94,4.455,1.485,2.38,12-3 PM
al ain,87.1,17.7,116,83.0,1.7,33.62,11.2,6.0,25.1911,54.9749,5.4,Low,20.171999999999997,6.724,5.042999999999999,1.681,2.12,6-9 AM
al ain,33.1,98.5,64,39.7,1.1,14.29,43.6,17.7,24.9419,55.5248,23.5,Low,8.574,2.858,2.1435,0.7145,1.38,6-9 AM
dubai,6.3,84.4,143,110.5,3.5,57.41,38.8,21.9,25.4155,55.2222,22.4,Low,34.446,11.482,8.6115,2.8705,4.38,6-9 PM
al ain,95.9,76.4,18,122.3,2.9,53.83,28.3,11.7,25.2038,54.8321,10.5,Low,32.297999999999995,10.766,8.074499999999999,2.6915,3.62,6-9 AM
al ain,68.1,67.1,157,97.8,2.3,49.86,12.1,4.2,24.6003,55.3593,10.5,Medium,29.915999999999997,9.972000000000001,7.478999999999999,2.4930000000000003,2.88,12-3 PM
al ain,54.1,4.8,47,135.9,4.6,70.24,46.5,31.7,25.4262,55.15,15.8,Medium,42.144,14.048,10.536,3.512,5.75,6-9 PM
abu dhabi,82.9,83.6,133,119.6,3.9,63.27,59.5,37.7,24.7869,55.0214,10.6,Medium,37.962,12.654000000000002,9.4905,3.1635000000000004,4.88,12-3 PM
ajman,41.1,47.1,116,11.4,0.4,4.83,42.7,22.2,24.0339,55.2971,14.3,High,2.898,0.9660000000000001,0.7245,0.24150000000000002,0.5,12-3 PM
al ain,98.5,9.8,49,17.3,0.5,8.28,43.6,14.8,24.39,54.1719,11.4,Medium,4.967999999999999,1.656,1.2419999999999998,0.414,0.62,6-9 PM
al ain,85.8,30.1,96,100.7,2.2,47.06,11.8,5.5,24.9326,55.8205,13.0,Low,28.236,9.412,7.059,2.353,2.75,6-9 PM
ajman,28.1,50.2,100,109.7,2.2,42.73,24.2,12.8,24.2352,54.6702,8.0,High,25.637999999999998,8.546,6.4094999999999995,2.1365,2.75,12-3 PM
abu dhabi,37.1,1.4,153,145.3,4.4,63.74,5.0,2.2,24.8761,54.4494,19.1,Low,38.244,12.748000000000001,9.561,3.1870000000000003,5.5,6-9 AM
dubai,27.6,25.2,93,5.5,0.2,2.41,4.9,1.8,24.5424,55.5436,21.0,Medium,1.446,0.48200000000000004,0.3615,0.12050000000000001,0.25,6-9 AM
abu dhabi,65.9,33.6,12,39.4,1.0,15.54,26.8,13.5,24.8016,54.4624,14.5,Low,9.324,3.108,2.331,0.777,1.25,6-9 AM
dubai,63.9,46.4,15,125.6,3.3,53.69,15.0,9.8,24.0028,55.9915,14.8,High,32.214,10.738,8.0535,2.6845,4.12,12-3 PM
abu dhabi,52.3,0.2,133,134.3,4.4,58.89,38.7,16.5,25.2726,54.841,18.1,Medium,35.333999999999996,11.778,8.833499999999999,2.9445,5.5,6-9 PM
dubai,96.6,56.5,179,72.3,1.6,36.44,55.9,36.3,24.5429,54.5932,15.0,High,21.863999999999997,7.288,5.465999999999999,1.822,2.0,12-3 PM
ras al khaimah,47.2,19.8,87,75.1,1.6,38.64,25.7,11.6,24.2102,54.1241,23.6,High,23.184,7.728000000000001,5.796,1.9320000000000002,2.0,6-9 PM
ajman,78.4,59.7,19,128.8,4.4,62.99,7.6,3.1,24.6569,54.0836,8.4,High,37.794,12.598,9.4485,3.1495,5.5,6-9 PM
ajman,65.8,23.9,35,71.7,2.0,36.2,12.4,8.0,24.7293,54.1903,19.3,Medium,21.720000000000002,7.240000000000001,5.430000000000001,1.8100000000000003,2.5,6-9 AM
ras al khaimah,51.8,40.3,195,119.2,3.8,45.02,27.5,9.3,24.9561,54.0101,14.4,Medium,27.012,9.004000000000001,6.753,2.2510000000000003,4.75,12-3 PM
sharjah,4.2,62.4,140,142.6,4.9,65.63,27.8,16.8,24.7868,54.6542,9.4,High,39.37799999999999,13.126,9.844499999999998,3.2815,6.12,12-3 PM
sharjah,65.7,65.7,7,43.0,1.4,17.48,32.8,16.1,24.0653,54.6209,26.2,Low,10.488,3.4960000000000004,2.622,0.8740000000000001,1.75,6-9 AM
abu dhabi,64.3,3.1,52,44.8,1.2,19.5,54.1,17.9,25.3073,54.8602,26.9,High,11.7,3.9000000000000004,2.925,0.9750000000000001,1.5,6-9 AM
sharjah,12.5,53.5,146,141.1,4.2,68.65,54.7,31.2,24.6848,54.4658,14.0,Low,41.190000000000005,13.730000000000002,10.297500000000001,3.4325000000000006,5.25,12-3 PM
abu dhabi,79.6,81.7,126,66.5,2.0,35.27,38.4,17.2,24.1155,54.1255,17.2,Medium,21.162000000000003,7.054000000000001,5.290500000000001,1.7635000000000003,2.5,6-9 PM
ajman,46.7,20.6,58,7.3,0.2,3.1,9.3,5.6,25.1592,54.1423,12.6,Medium,1.8599999999999999,0.6200000000000001,0.46499999999999997,0.15500000000000003,0.25,12-3 PM
al ain,32.4,53.2,139,77.9,1.7,36.14,10.0,5.1,24.9902,54.3643,13.4,High,21.684,7.228000000000001,5.421,1.8070000000000002,2.12,12-3 PM
ajman,82.4,44.8,181,94.4,2.9,35.8,18.0,11.2,24.9742,54.6332,9.3,Medium,21.479999999999997,7.16,5.369999999999999,1.79,3.62,12-3 PM
abu dhabi,34.3,85.0,180,40.5,1.3,19.56,43.5,13.5,24.6404,54.296,8.6,Medium,11.735999999999999,3.912,2.9339999999999997,0.978,1.62,12-3 PM
ras al khaimah,62.2,43.9,164,110.5,2.8,44.52,50.4,24.9,24.6157,54.7302,24.2,Medium,26.712,8.904000000000002,6.678,2.2260000000000004,3.5,6-9 PM
ras al khaimah,61.8,94.4,71,38.8,1.2,17.24,39.3,19.7,24.8045,55.8444,14.8,Medium,10.344,3.448,2.586,0.862,1.5,6-9 AM
sharjah,5.3,65.2,5,22.3,0.5,9.34,50.7,32.6,24.0759,54.5232,15.3,Low,5.604,1.868,1.401,0.467,0.62,6-9 AM
abu dhabi,42.3,56.1,78,41.2,0.9,15.21,14.4,9.3,24.4484,54.3368,10.9,Medium,9.126,3.0420000000000003,2.2815,0.7605000000000001,1.12,6-9 AM
ras al khaimah,22.3,29.2,5,82.4,1.7,40.65,40.8,20.1,25.4818,55.3296,15.9,Medium,24.389999999999997,8.13,6.097499999999999,2.0325,2.12,12-3 PM
abu dhabi,20.0,59.7,114,129.1,3.6,60.87,16.4,6.7,24.9933,54.9818,7.5,High,36.522,12.174,9.1305,3.0435,4.5,6-9 AM
al ain,65.5,13.1,121,81.8,1.7,41.49,39.3,18.7,24.6284,54.0945,11.1,High,24.894000000000002,8.298,6.2235000000000005,2.0745,2.12,6-9 PM
abu dhabi,1.1,41.6,69,128.1,3.7,67.94,1.7,1.0,24.3335,55.5756,9.0,Low,40.763999999999996,13.588000000000001,10.190999999999999,3.3970000000000002,4.62,6-9 PM
sharjah,96.9,28.4,30,14.3,0.4,6.21,36.6,12.1,25.1178,55.4307,21.5,Low,3.726,1.242,0.9315,0.3105,0.5,6-9 AM
ras al khaimah,39.5,67.0,105,59.0,1.2,29.27,53.4,36.9,24.3904,55.9546,6.7,Medium,17.561999999999998,5.854,4.390499999999999,1.4635,1.5,6-9 AM
dubai,29.9,76.4,3,68.1,1.6,28.31,15.7,8.7,24.2436,55.8766,9.1,Medium,16.985999999999997,5.662,4.246499999999999,1.4155,2.0,12-3 PM
abu dhabi,92.0,92.9,55,121.3,3.8,53.12,51.9,24.4,24.2318,55.1685,4.8,Medium,31.871999999999996,10.624,7.967999999999999,2.656,4.75,6-9 PM
dubai,48.7,22.2,193,93.5,2.4,47.73,3.3,1.8,25.0939,55.372,10.5,High,28.637999999999998,9.546,7.1594999999999995,2.3865,3.0,6-9 PM
sharjah,61.4,88.5,182,118.8,3.7,61.98,39.3,25.8,24.9642,54.819,12.7,Low,37.187999999999995,12.396,9.296999999999999,3.099,4.62,12-3 PM
ajman,69.6,84.6,126,54.1,1.7,23.14,25.2,11.6,24.1047,55.7769,19.9,High,13.884,4.628,3.471,1.157,2.12,6-9 AM
abu dhabi,87.1,86.2,75,140.4,4.5,70.83,1.7,0.7,24.1726,55.1056,13.9,Low,42.498,14.166,10.6245,3.5415,5.62,6-9 AM
sharjah,13.0,74.0,3,123.0,3.7,61.24,38.5,21.8,24.9508,54.6511,12.9,High,36.744,12.248000000000001,9.186,3.0620000000000003,4.62,12-3 PM
ras al khaimah,8.2,26.8,130,137.7,4.3,54.19,9.6,3.1,24.8567,54.019,16.5,Medium,32.513999999999996,10.838000000000001,8.128499999999999,2.7095000000000002,5.38,12-3 PM
al ain,99.4,87.8,98,43.1,1.2,20.37,29.8,13.4,25.029,55.1729,12.8,High,12.222,4.074000000000001,3.0555,1.0185000000000002,1.5,12-3 PM
dubai,0.9,60.0,142,6.0,0.2,2.7,14.8,5.7,24.2671,55.0509,27.0,Low,1.62,0.54,0.405,0.135,0.25,6-9 PM
ajman,70.8,74.1,32,94.2,2.0,34.98,7.4,4.4,25.0899,55.6238,12.0,Medium,20.987999999999996,6.9959999999999996,5.246999999999999,1.7489999999999999,2.5,6-9 AM
dubai,61.1,20.5,166,76.4,2.6,35.03,6.7,4.3,25.4041,54.374,17.1,Low,21.018,7.006,5.2545,1.7515,3.25,6-9 AM
ajman,55.3,15.7,161,117.9,3.8,63.23,37.8,23.5,24.9016,55.6308,19.1,Medium,37.937999999999995,12.646,9.484499999999999,3.1615,4.75,6-9 PM
al ain,78.6,27.7,86,19.1,0.6,9.56,11.9,4.1,24.2942,54.0306,11.9,High,5.736,1.9120000000000001,1.434,0.47800000000000004,0.75,6-9 AM
ras al khaimah,99.2,51.1,6,91.3,2.7,36.17,18.5,6.6,25.0193,55.1746,15.8,High,21.702,7.234000000000001,5.4255,1.8085000000000002,3.38,6-9 AM
abu dhabi,4.7,41.7,93,33.8,1.0,13.51,12.1,8.1,24.5146,54.7937,12.5,Medium,8.106,2.702,2.0265,0.6755,1.25,6-9 PM
abu dhabi,61.5,88.8,74,79.6,1.7,33.23,7.6,4.2,24.0739,54.663,16.4,Low,19.938,6.646,4.9845,1.6615,2.12,6-9 PM
ras al khaimah,71.7,1.3,152,28.0,0.7,10.17,0.2,0.1,24.4535,54.8666,15.5,High,6.101999999999999,2.0340000000000003,1.5254999999999999,0.5085000000000001,0.88,6-9 AM
ras al khaimah,30.6,8.0,48,137.3,3.4,51.25,28.9,15.6,25.3584,54.4472,14.3,Medium,30.75,10.25,7.6875,2.5625,4.25,12-3 PM
abu dhabi,89.3,32.5,4,31.6,1.0,15.47,46.1,27.3,24.6167,54.3669,9.2,Medium,9.282,3.0940000000000003,2.3205,0.7735000000000001,1.25,6-9 PM
dubai,45.7,16.8,196,88.4,2.6,40.52,4.2,2.4,25.297,55.6102,24.3,Low,24.312,8.104000000000001,6.078,2.0260000000000002,3.25,6-9 AM
sharjah,16.4,40.7,49,5.8,0.2,2.81,10.3,4.6,24.763,54.4555,17.9,High,1.686,0.562,0.4215,0.1405,0.25,6-9 AM
ajman,85.4,71.8,16,27.7,0.7,13.54,53.3,29.2,24.7755,55.4739,7.1,Medium,8.123999999999999,2.708,2.0309999999999997,0.677,0.88,6-9 AM
sharjah,94.3,99.3,171,77.4,2.5,28.89,54.8,18.4,24.0078,55.4227,12.9,Medium,17.334,5.7780000000000005,4.3335,1.4445000000000001,3.12,12-3 PM
al ain,10.0,20.2,144,10.9,0.3,5.78,57.7,38.4,24.9557,54.0668,7.2,Low,3.468,1.1560000000000001,0.867,0.28900000000000003,0.38,6-9 PM
ras al khaimah,75.2,26.6,54,83.7,2.7,44.74,37.7,23.4,24.1617,55.7621,18.8,Medium,26.844,8.948,6.711,2.237,3.38,12-3 PM
ras al khaimah,21.5,76.9,96,31.7,0.8,11.61,0.9,0.6,24.7181,55.5787,14.9,Low,6.965999999999999,2.322,1.7414999999999998,0.5805,1.0,12-3 PM
dubai,0.7,27.2,137,110.3,3.0,41.05,7.7,3.1,24.3905,55.5921,15.0,High,24.63,8.209999999999999,6.1575,2.0524999999999998,3.75,6-9 PM
al ain,26.1,70.4,163,130.9,3.7,66.44,13.2,5.2,24.5886,55.6184,10.8,Medium,39.864,13.288,9.966,3.322,4.62,6-9 AM
ras al khaimah,85.5,58.3,75,115.0,2.6,53.99,21.1,11.1,24.8056,55.1651,13.4,High,32.394,10.798000000000002,8.0985,2.6995000000000005,3.25,12-3 PM
sharjah,14.1,85.5,43,14.2,0.4,7.65,21.0,9.5,24.0217,55.9868,18.9,Medium,4.59,1.5300000000000002,1.1475,0.38250000000000006,0.5,6-9 AM
ajman,13.1,3.3,3,77.0,2.1,31.14,10.7,4.1,24.4269,54.3583,20.3,Medium,18.684,6.228000000000001,4.671,1.5570000000000002,2.62,6-9 AM
ras al khaimah,73.9,98.0,171,21.1,0.6,10.62,10.6,6.6,25.4844,54.1447,19.2,Medium,6.371999999999999,2.124,1.5929999999999997,0.531,0.75,12-3 PM
al ain,40.6,96.4,163,64.3,1.7,29.22,57.3,19.2,24.0861,55.4083,7.2,High,17.532,5.844,4.383,1.461,2.12,6-9 PM
ajman,14.8,2.2,190,126.7,2.8,58.27,5.4,1.7,24.4791,54.5879,14.1,Medium,34.962,11.654000000000002,8.7405,2.9135000000000004,3.5,6-9 AM
dubai,23.0,50.0,149,11.0,0.3,4.37,1.1,0.7,24.4821,55.2165,16.3,Medium,2.622,0.8740000000000001,0.6555,0.21850000000000003,0.38,6-9 AM
ajman,79.5,40.1,43,41.5,1.2,19.47,1.5,0.6,24.5691,54.7834,11.3,Medium,11.681999999999999,3.894,2.9204999999999997,0.9735,1.5,6-9 PM
ras al khaimah,62.3,25.4,48,124.9,3.7,54.2,33.5,21.8,25.0272,54.667,6.7,Medium,32.52,10.840000000000002,8.13,2.7100000000000004,4.62,6-9 AM
dubai,76.1,97.8,49,63.9,2.1,25.54,13.3,7.0,24.3716,55.7865,8.6,High,15.323999999999998,5.1080000000000005,3.8309999999999995,1.2770000000000001,2.62,6-9 AM
